Session Key,Src IP,Src Port,Dst IP,Dst Port,Protocol,Init Ts,Last Ts,Duration,Mac Addr
ICMPv6 fe80::201:1:1:1 0 ff02::1a 0 155 1,fe80::201:1:1:1,0,ff02::1a,0,ICMPv6,2020-04-24 06:10:45.913000,2020-04-24 06:10:45.913000,0.0,"{'00:01:00:01:00:01:00:01', '0x0000ffff'}"
ICMPv6 fe80::201:1:1:1 0 fe80::205:5:5:5 0 155 1,fe80::201:1:1:1,0,fe80::205:5:5:5,0,ICMPv6,2020-04-24 06:10:46.370000,2020-04-24 06:10:48.502000,2132000.0,"{'00:01:00:01:00:01:00:01', '00:05:00:05:00:05:00:05'}"
ICMPv6 fe80::201:1:1:1 0 fe80::20d:d:d:d 0 155 1,fe80::201:1:1:1,0,fe80::20d:d:d:d,0,ICMPv6,2020-04-24 06:10:47.412000,2020-04-24 06:10:48.703000,1291000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
ICMPv6 fe80::201:1:1:1 0 fe80::212:12:12:12 0 155 1,fe80::201:1:1:1,0,fe80::212:12:12:12,0,ICMPv6,2020-04-24 06:10:48.441000,2020-04-24 06:10:48.539000,98000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12'}"
ICMPv6 fe80::201:1:1:1 0 fe80::213:13:13:13 0 155 1,fe80::201:1:1:1,0,fe80::213:13:13:13,0,ICMPv6,2020-04-24 06:10:49.303000,2020-04-24 06:10:49.303000,0.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
ICMPv6 fe80::201:1:1:1 0 fe80::205:5:5:5 0 155 1,fe80::201:1:1:1,0,fe80::205:5:5:5,0,ICMPv6,2020-04-24 06:10:51.710000,2020-04-24 06:10:51.710000,0.0,"{'00:01:00:01:00:01:00:01', '00:05:00:05:00:05:00:05'}"
ICMPv6 fe80::201:1:1:1 0 fe80::212:12:12:12 0 155 1,fe80::201:1:1:1,0,fe80::212:12:12:12,0,ICMPv6,2020-04-24 06:10:52.189000,2020-04-24 06:10:52.767000,578000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12'}"
ICMPv6 fe80::201:1:1:1 0 fe80::20d:d:d:d 0 155 1,fe80::201:1:1:1,0,fe80::20d:d:d:d,0,ICMPv6,2020-04-24 06:10:52.677000,2020-04-24 06:10:53.923000,1246000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
ICMPv6 fe80::201:1:1:1 0 fe80::213:13:13:13 0 155 1,fe80::201:1:1:1,0,fe80::213:13:13:13,0,ICMPv6,2020-04-24 06:10:52.780000,2020-04-24 06:10:52.780000,0.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
ICMPv6 ::201:1:1:1 0 ::205:5:5:5 0 155 2,::201:1:1:1,0,::205:5:5:5,0,ICMPv6,2020-04-24 06:10:53.737000,2020-04-24 06:10:53.737000,0.0,"{'00:01:00:01:00:01:00:01', '00:05:00:05:00:05:00:05'}"
ICMPv6 ::201:1:1:1 0 ::205:5:5:5 0 155 3,::201:1:1:1,0,::205:5:5:5,0,ICMPv6,2020-04-24 06:10:53.772000,2020-04-24 06:10:53.772000,0.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
ICMPv6 fe80::201:1:1:1 0 ff02::1a 0 155 1,fe80::201:1:1:1,0,ff02::1a,0,ICMPv6,2020-04-24 06:10:54.409000,2020-04-24 06:10:54.409000,0.0,"{'00:01:00:01:00:01:00:01', '0x0000ffff'}"
ICMPv6 fe80::201:1:1:1 0 fe80::213:13:13:13 0 155 1,fe80::201:1:1:1,0,fe80::213:13:13:13,0,ICMPv6,2020-04-24 06:10:55.897000,2020-04-24 06:10:58.795000,2898000.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
ICMPv6 ::201:1:1:1 0 ::212:12:12:12 0 155 2,::201:1:1:1,0,::212:12:12:12,0,ICMPv6,2020-04-24 06:10:56.083000,2020-04-24 06:10:56.083000,0.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12'}"
ICMPv6 ::201:1:1:1 0 ::212:12:12:12 0 155 3,::201:1:1:1,0,::212:12:12:12,0,ICMPv6,2020-04-24 06:10:56.117000,2020-04-24 06:10:56.117000,0.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12'}"
ICMPv6 ::201:1:1:1 0 ::20d:d:d:d 0 155 2,::201:1:1:1,0,::20d:d:d:d,0,ICMPv6,2020-04-24 06:10:57.030000,2020-04-24 06:10:57.030000,0.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
ICMPv6 ::201:1:1:1 0 ::20d:d:d:d 0 155 3,::201:1:1:1,0,::20d:d:d:d,0,ICMPv6,2020-04-24 06:10:57.071000,2020-04-24 06:10:57.071000,0.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::212:12:12:12 1025,::201:1:1:1,8887,::212:12:12:12,1025,TCP,2020-04-24 06:10:57.096000,2020-04-24 06:10:57.183000,87000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:10:57.628000,2020-04-24 06:10:57.688000,60000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
ICMPv6 ::201:1:1:1 0 ::213:13:13:13 0 155 2,::201:1:1:1,0,::213:13:13:13,0,ICMPv6,2020-04-24 06:11:02.214000,2020-04-24 06:11:02.214000,0.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
ICMPv6 ::201:1:1:1 0 ::213:13:13:13 0 155 3,::201:1:1:1,0,::213:13:13:13,0,ICMPv6,2020-04-24 06:11:02.254296,2020-04-24 06:11:02.334000,79704.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:11:02.462000,2020-04-24 06:11:02.631000,169000.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
TCP ::201:1:1:1 8887 ::212:12:12:12 1025,::201:1:1:1,8887,::212:12:12:12,1025,TCP,2020-04-24 06:11:04.601000,2020-04-24 06:11:04.647000,46000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:11:05.128000,2020-04-24 06:11:05.158000,30000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
ICMPv6 ::201:1:1:1 0 ::209:9:9:9 0 155 2,::201:1:1:1,0,::209:9:9:9,0,ICMPv6,2020-04-24 06:11:08.365000,2020-04-24 06:11:08.374000,9000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
ICMPv6 ::201:1:1:1 0 ::205:5:5:5 0 155 3,::201:1:1:1,0,::205:5:5:5,0,ICMPv6,2020-04-24 06:11:08.410000,2020-04-24 06:11:10.878000,2468000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
ICMPv6 ::201:1:1:1 0 ::209:9:9:9 0 155 3,::201:1:1:1,0,::209:9:9:9,0,ICMPv6,2020-04-24 06:11:08.451000,2020-04-24 06:11:08.451000,0.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05'}"
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 155 2,::201:1:1:1,0,::203:3:3:3,0,ICMPv6,2020-04-24 06:11:08.808000,2020-04-24 06:11:08.826000,18000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:03:00:03:00:03:00:03'}"
ICMPv6 ::201:1:1:1 0 ::212:12:12:12 0 155 3,::201:1:1:1,0,::212:12:12:12,0,ICMPv6,2020-04-24 06:11:08.869000,2020-04-24 06:11:10.335000,1466000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12'}"
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 155 3,::201:1:1:1,0,::203:3:3:3,0,ICMPv6,2020-04-24 06:11:08.910000,2020-04-24 06:11:08.910000,0.0,"{'00:03:00:03:00:03:00:03', '00:12:00:12:00:12:00:12'}"
ICMPv6 fe80::201:1:1:1 0 ff02::1a 0 155 1,fe80::201:1:1:1,0,ff02::1a,0,ICMPv6,2020-04-24 06:11:10.044000,2020-04-24 06:11:10.044000,0.0,"{'00:01:00:01:00:01:00:01', '0x0000ffff'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:11:10.116000,2020-04-24 06:11:10.122144,6144.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
ICMPv6 ::201:1:1:1 0 ::20b:b:b:b 0 155 2,::201:1:1:1,0,::20b:b:b:b,0,ICMPv6,2020-04-24 06:11:10.293000,2020-04-24 06:11:10.311000,18000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:0b:00:0b:00:0b:00:0b'}"
ICMPv6 ::201:1:1:1 0 ::20b:b:b:b 0 155 3,::201:1:1:1,0,::20b:b:b:b,0,ICMPv6,2020-04-24 06:11:10.342000,2020-04-24 06:11:10.342000,0.0,"{'00:12:00:12:00:12:00:12', '00:0b:00:0b:00:0b:00:0b'}"
ICMPv6 ::201:1:1:1 0 ::215:15:15:15 0 155 2,::201:1:1:1,0,::215:15:15:15,0,ICMPv6,2020-04-24 06:11:10.833000,2020-04-24 06:11:10.840008,7008.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
ICMPv6 ::201:1:1:1 0 ::215:15:15:15 0 155 3,::201:1:1:1,0,::215:15:15:15,0,ICMPv6,2020-04-24 06:11:10.913000,2020-04-24 06:11:10.913000,0.0,"{'00:05:00:05:00:05:00:05', '00:15:00:15:00:15:00:15'}"
ICMPv6 ::201:1:1:1 0 ::20a:a:a:a 0 155 2,::201:1:1:1,0,::20a:a:a:a,0,ICMPv6,2020-04-24 06:11:10.978000,2020-04-24 06:11:10.998000,20000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
ICMPv6 ::201:1:1:1 0 ::20d:d:d:d 0 155 3,::201:1:1:1,0,::20d:d:d:d,0,ICMPv6,2020-04-24 06:11:11.040000,2020-04-24 06:11:11.040000,0.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
ICMPv6 ::201:1:1:1 0 ::20a:a:a:a 0 155 3,::201:1:1:1,0,::20a:a:a:a,0,ICMPv6,2020-04-24 06:11:11.046000,2020-04-24 06:11:11.046000,0.0,"{'00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:11:11.646000,2020-04-24 06:11:11.819000,173000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:11:11.694000,2020-04-24 06:11:11.731000,37000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
UDP ::201:1:1:1 5678 ::209:9:9:9 8765,::201:1:1:1,5678,::209:9:9:9,8765,UDP,2020-04-24 06:11:15.029000,2020-04-24 06:11:15.041000,12000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
ICMPv6 ::201:1:1:1 0 ::20f:f:f:f 0 155 2,::201:1:1:1,0,::20f:f:f:f,0,ICMPv6,2020-04-24 06:11:15.389000,2020-04-24 06:11:15.413000,24000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
ICMPv6 ::201:1:1:1 0 ::20d:d:d:d 0 155 3,::201:1:1:1,0,::20d:d:d:d,0,ICMPv6,2020-04-24 06:11:15.438000,2020-04-24 06:11:15.438000,0.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
ICMPv6 ::201:1:1:1 0 ::20f:f:f:f 0 155 3,::201:1:1:1,0,::20f:f:f:f,0,ICMPv6,2020-04-24 06:11:15.448000,2020-04-24 06:11:15.448000,0.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:11:16.240000,2020-04-24 06:11:21.226000,4986000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:11:16.326000,2020-04-24 06:11:21.272000,4946000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:11:17.761000,2020-04-24 06:11:17.780000,19000.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
ICMPv6 ::201:1:1:1 0 ::208:8:8:8 0 155 2,::201:1:1:1,0,::208:8:8:8,0,ICMPv6,2020-04-24 06:11:18.813000,2020-04-24 06:11:18.856000,43000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:08:00:08:00:08:00:08', '00:01:00:01:00:01:00:01'}"
ICMPv6 ::201:1:1:1 0 ::205:5:5:5 0 155 3,::201:1:1:1,0,::205:5:5:5,0,ICMPv6,2020-04-24 06:11:18.886000,2020-04-24 06:11:22.675000,3789000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
ICMPv6 ::201:1:1:1 0 ::209:9:9:9 0 155 3,::201:1:1:1,0,::209:9:9:9,0,ICMPv6,2020-04-24 06:11:18.919000,2020-04-24 06:11:22.798000,3879000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05'}"
ICMPv6 ::201:1:1:1 0 ::208:8:8:8 0 155 3,::201:1:1:1,0,::208:8:8:8,0,ICMPv6,2020-04-24 06:11:18.926000,2020-04-24 06:11:18.926000,0.0,"{'00:08:00:08:00:08:00:08', '00:09:00:09:00:09:00:09'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:11:19.149000,2020-04-24 06:11:19.240000,91000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:11:19.196000,2020-04-24 06:11:19.196000,0.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
ICMPv6 ::201:1:1:1 0 ::211:11:11:11 0 155 2,::201:1:1:1,0,::211:11:11:11,0,ICMPv6,2020-04-24 06:11:20.278000,2020-04-24 06:11:20.344000,66000.0,"{'00:11:00:11:00:11:00:11', '00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
ICMPv6 ::201:1:1:1 0 ::20d:d:d:d 0 155 3,::201:1:1:1,0,::20d:d:d:d,0,ICMPv6,2020-04-24 06:11:20.377000,2020-04-24 06:11:24.827000,4450000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
ICMPv6 ::201:1:1:1 0 ::20a:a:a:a 0 155 3,::201:1:1:1,0,::20a:a:a:a,0,ICMPv6,2020-04-24 06:11:20.401000,2020-04-24 06:11:24.859000,4458000.0,"{'00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
ICMPv6 ::201:1:1:1 0 ::211:11:11:11 0 155 3,::201:1:1:1,0,::211:11:11:11,0,ICMPv6,2020-04-24 06:11:20.446000,2020-04-24 06:11:20.446000,0.0,"{'00:11:00:11:00:11:00:11', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::211:11:11:11 1025,::201:1:1:1,8887,::211:11:11:11,1025,TCP,2020-04-24 06:11:20.549000,2020-04-24 06:11:21.103000,554000.0,"{'00:11:00:11:00:11:00:11', '00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::20a:a:a:a 1025,::201:1:1:1,8887,::20a:a:a:a,1025,TCP,2020-04-24 06:11:20.677000,2020-04-24 06:11:21.050000,373000.0,"{'00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
ICMPv6 ::201:1:1:1 0 ::204:4:4:4 0 155 2,::201:1:1:1,0,::204:4:4:4,0,ICMPv6,2020-04-24 06:11:20.884336,2020-04-24 06:11:20.941000,56664.0,"{'00:09:00:09:00:09:00:09', '00:04:00:04:00:04:00:04', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
UDP ::201:1:1:1 5678 ::208:8:8:8 8765,::201:1:1:1,5678,::208:8:8:8,8765,UDP,2020-04-24 06:11:21.023000,2020-04-24 06:11:21.091000,68000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:08:00:08:00:08:00:08', '00:01:00:01:00:01:00:01'}"
ICMPv6 ::201:1:1:1 0 ::204:4:4:4 0 155 3,::201:1:1:1,0,::204:4:4:4,0,ICMPv6,2020-04-24 06:11:21.037000,2020-04-24 06:11:21.037000,0.0,"{'00:09:00:09:00:09:00:09', '00:04:00:04:00:04:00:04'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:11:21.251000,2020-04-24 06:11:26.247000,4996000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:11:21.609000,2020-04-24 06:11:26.267000,4658000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
ICMPv6 ::201:1:1:1 0 ::207:7:7:7 0 155 2,::201:1:1:1,0,::207:7:7:7,0,ICMPv6,2020-04-24 06:11:22.103000,2020-04-24 06:11:22.203000,100000.0,"{'00:01:00:01:00:01:00:01', '00:07:00:07:00:07:00:07', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
ICMPv6 ::201:1:1:1 0 ::20c:c:c:c 0 155 2,::201:1:1:1,0,::20c:c:c:c,0,ICMPv6,2020-04-24 06:11:22.268000,2020-04-24 06:11:22.406000,138000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:0c:00:0c:00:0c:00:0c'}"
ICMPv6 ::201:1:1:1 0 ::207:7:7:7 0 155 3,::201:1:1:1,0,::207:7:7:7,0,ICMPv6,2020-04-24 06:11:22.289000,2020-04-24 06:11:22.289000,0.0,"{'00:07:00:07:00:07:00:07', '00:0a:00:0a:00:0a:00:0a'}"
ICMPv6 ::201:1:1:1 0 ::20c:c:c:c 0 155 3,::201:1:1:1,0,::20c:c:c:c,0,ICMPv6,2020-04-24 06:11:22.515000,2020-04-24 06:11:22.515000,0.0,"{'00:0c:00:0c:00:0c:00:0c', '00:09:00:09:00:09:00:09'}"
ICMPv6 ::201:1:1:1 0 ::214:14:14:14 0 155 2,::201:1:1:1,0,::214:14:14:14,0,ICMPv6,2020-04-24 06:11:22.574000,2020-04-24 06:11:22.629000,55000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:14:00:14:00:14:00:14'}"
ICMPv6 ::201:1:1:1 0 ::214:14:14:14 0 155 3,::201:1:1:1,0,::214:14:14:14,0,ICMPv6,2020-04-24 06:11:22.810000,2020-04-24 06:11:22.810000,0.0,"{'00:09:00:09:00:09:00:09', '00:14:00:14:00:14:00:14'}"
TCP ::201:1:1:1 8887 ::214:14:14:14 1025,::201:1:1:1,8887,::214:14:14:14,1025,TCP,2020-04-24 06:11:23.228000,2020-04-24 06:11:23.816000,588000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:14:00:14:00:14:00:14'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:11:23.301000,2020-04-24 06:11:23.999000,698000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::209:9:9:9 1025,::201:1:1:1,8887,::209:9:9:9,1025,TCP,2020-04-24 06:11:23.339000,2020-04-24 06:11:24.013000,674000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05'}"
TCP ::201:1:1:1 8887 ::20c:c:c:c 1025,::201:1:1:1,8887,::20c:c:c:c,1025,TCP,2020-04-24 06:11:23.400000,2020-04-24 06:11:24.132000,732000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:0c:00:0c:00:0c:00:0c'}"
ICMPv6 ::201:1:1:1 0 ::210:10:10:10 0 155 2,::201:1:1:1,0,::210:10:10:10,0,ICMPv6,2020-04-24 06:11:23.890000,2020-04-24 06:11:24.046000,156000.0,"{'00:10:00:10:00:10:00:10', '00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:0b:00:0b:00:0b:00:0b'}"
UDP ::201:1:1:1 5678 ::207:7:7:7 8765,::201:1:1:1,5678,::207:7:7:7,8765,UDP,2020-04-24 06:11:23.948048,2020-04-24 06:11:24.088000,139952.0,"{'00:01:00:01:00:01:00:01', '00:07:00:07:00:07:00:07', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
ICMPv6 ::201:1:1:1 0 ::212:12:12:12 0 155 3,::201:1:1:1,0,::212:12:12:12,0,ICMPv6,2020-04-24 06:11:24.107000,2020-04-24 06:11:26.489000,2382000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12'}"
ICMPv6 ::201:1:1:1 0 ::20b:b:b:b 0 155 3,::201:1:1:1,0,::20b:b:b:b,0,ICMPv6,2020-04-24 06:11:24.120000,2020-04-24 06:11:26.519000,2399000.0,"{'00:12:00:12:00:12:00:12', '00:0b:00:0b:00:0b:00:0b'}"
ICMPv6 ::201:1:1:1 0 ::210:10:10:10 0 155 3,::201:1:1:1,0,::210:10:10:10,0,ICMPv6,2020-04-24 06:11:24.142000,2020-04-24 06:11:24.142000,0.0,"{'00:10:00:10:00:10:00:10', '00:0b:00:0b:00:0b:00:0b'}"
TCP ::201:1:1:1 8887 ::210:10:10:10 1025,::201:1:1:1,8887,::210:10:10:10,1025,TCP,2020-04-24 06:11:24.233000,2020-04-24 06:11:27.436000,3203000.0,"{'00:10:00:10:00:10:00:10', '00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:0b:00:0b:00:0b:00:0b'}"
ICMPv6 ::201:1:1:1 0 ::206:6:6:6 0 155 2,::201:1:1:1,0,::206:6:6:6,0,ICMPv6,2020-04-24 06:11:24.718000,2020-04-24 06:11:24.745000,27000.0,"{'00:01:00:01:00:01:00:01', '00:06:00:06:00:06:00:06', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
ICMPv6 ::201:1:1:1 0 ::206:6:6:6 0 155 3,::201:1:1:1,0,::206:6:6:6,0,ICMPv6,2020-04-24 06:11:24.880000,2020-04-24 06:11:24.880000,0.0,"{'00:06:00:06:00:06:00:06', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:11:25.354000,2020-04-24 06:11:25.368496,14496.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
ICMPv6 ::201:1:1:1 0 ::20e:e:e:e 0 155 2,::201:1:1:1,0,::20e:e:e:e,0,ICMPv6,2020-04-24 06:11:25.477000,2020-04-24 06:11:25.538000,61000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:0b:00:0b:00:0b:00:0b', '00:0e:00:0e:00:0e:00:0e'}"
ICMPv6 ::201:1:1:1 0 ::20e:e:e:e 0 155 3,::201:1:1:1,0,::20e:e:e:e,0,ICMPv6,2020-04-24 06:11:25.594000,2020-04-24 06:11:25.594000,0.0,"{'00:0b:00:0b:00:0b:00:0b', '00:0e:00:0e:00:0e:00:0e'}"
UDP ::201:1:1:1 5678 ::20a:a:a:a 8765,::201:1:1:1,5678,::20a:a:a:a,8765,UDP,2020-04-24 06:11:25.630000,2020-04-24 06:11:25.665000,35000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
ICMPv6 ::201:1:1:1 0 ::202:2:2:2 0 155 2,::201:1:1:1,0,::202:2:2:2,0,ICMPv6,2020-04-24 06:11:26.159000,2020-04-24 06:11:26.456000,297000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:02:00:02:00:02:00:02', '00:0b:00:0b:00:0b:00:0b'}"
TCP ::201:1:1:1 8887 ::20e:e:e:e 1025,::201:1:1:1,8887,::20e:e:e:e,1025,TCP,2020-04-24 06:11:26.213000,2020-04-24 06:11:29.274000,3061000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:0b:00:0b:00:0b:00:0b', '00:0e:00:0e:00:0e:00:0e'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:11:26.289000,2020-04-24 06:11:31.284000,4995000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:11:26.504000,2020-04-24 06:11:26.527000,23000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
ICMPv6 ::201:1:1:1 0 ::202:2:2:2 0 155 3,::201:1:1:1,0,::202:2:2:2,0,ICMPv6,2020-04-24 06:11:26.565000,2020-04-24 06:11:26.565000,0.0,"{'00:02:00:02:00:02:00:02', '00:0b:00:0b:00:0b:00:0b'}"
