Session Key,Src IP,Src Port,Dst IP,Dst Port,Protocol,Init Ts,Last Ts,Duration,Mac Addr
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:13:32.295048,2020-04-24 06:13:32.295048,0.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:13:32.511000,2020-04-24 06:13:37.339000,4828000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
UDP ::201:1:1:1 5678 ::206:6:6:6 8765,::201:1:1:1,5678,::206:6:6:6,8765,UDP,2020-04-24 06:13:34.743000,2020-04-24 06:13:34.784000,41000.0,"{'00:01:00:01:00:01:00:01', '00:06:00:06:00:06:00:06', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:13:34.926000,2020-04-24 06:13:39.630000,4704000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:13:35.108000,2020-04-24 06:13:35.123000,15000.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
TCP ::201:1:1:1 8887 ::212:12:12:12 1025,::201:1:1:1,8887,::212:12:12:12,1025,TCP,2020-04-24 06:13:35.561000,2020-04-24 06:13:35.605000,44000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:13:37.531000,2020-04-24 06:13:42.525000,4994000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::214:14:14:14 1025,::201:1:1:1,8887,::214:14:14:14,1025,TCP,2020-04-24 06:13:39.046336,2020-04-24 06:13:39.273000,226664.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:14:00:14:00:14:00:14'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:13:39.189000,2020-04-24 06:13:39.189000,0.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::209:9:9:9 1025,::201:1:1:1,8887,::209:9:9:9,1025,TCP,2020-04-24 06:13:39.229000,2020-04-24 06:13:39.229000,0.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:13:39.952000,2020-04-24 06:13:44.660000,4708000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:13:39.952000,2020-04-24 06:13:39.984000,32000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
UDP ::201:1:1:1 5678 ::203:3:3:3 8765,::201:1:1:1,5678,::203:3:3:3,8765,UDP,2020-04-24 06:13:40.915000,2020-04-24 06:13:40.929000,14000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:03:00:03:00:03:00:03'}"
UDP ::201:1:1:1 5678 ::20b:b:b:b 8765,::201:1:1:1,5678,::20b:b:b:b,8765,UDP,2020-04-24 06:13:41.921000,2020-04-24 06:13:42.058000,137000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:0b:00:0b:00:0b:00:0b'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:13:42.531400,2020-04-24 06:13:47.390000,4858600.0,"{'00:0f:00:0f:00:0f:00:0f', '00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:13:42.765000,2020-04-24 06:13:42.792000,27000.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:13:44.974000,2020-04-24 06:13:49.663000,4689000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
UDP ::201:1:1:1 5678 ::205:5:5:5 8765,::201:1:1:1,5678,::205:5:5:5,8765,UDP,2020-04-24 06:13:46.270000,2020-04-24 06:13:46.270000,0.0,"{'00:01:00:01:00:01:00:01', '00:05:00:05:00:05:00:05'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:13:47.154000,2020-04-24 06:13:47.277000,123000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:13:47.201000,2020-04-24 06:13:47.201000,0.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:13:47.554000,2020-04-24 06:13:52.552000,4998000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:13:49.977000,2020-04-24 06:13:54.693000,4716000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::214:14:14:14 1025,::201:1:1:1,8887,::214:14:14:14,1025,TCP,2020-04-24 06:13:50.340000,2020-04-24 06:13:50.454000,114000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:14:00:14:00:14:00:14'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:13:50.400000,2020-04-24 06:13:50.431000,31000.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:13:50.406144,2020-04-24 06:13:50.689000,282856.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::209:9:9:9 1025,::201:1:1:1,8887,::209:9:9:9,1025,TCP,2020-04-24 06:13:50.424000,2020-04-24 06:13:50.730000,306000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05'}"
TCP ::201:1:1:1 8887 ::20c:c:c:c 1025,::201:1:1:1,8887,::20c:c:c:c,1025,TCP,2020-04-24 06:13:50.567384,2020-04-24 06:13:50.738000,170616.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:0c:00:0c:00:0c:00:0c'}"
UDP ::201:1:1:1 5678 ::204:4:4:4 8765,::201:1:1:1,5678,::204:4:4:4,8765,UDP,2020-04-24 06:13:50.873048,2020-04-24 06:13:50.934000,60952.0,"{'00:09:00:09:00:09:00:09', '00:04:00:04:00:04:00:04', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:13:52.578000,2020-04-24 06:13:57.578000,5000000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::211:11:11:11 1025,::201:1:1:1,8887,::211:11:11:11,1025,TCP,2020-04-24 06:13:53.870000,2020-04-24 06:13:54.028000,158000.0,"{'00:11:00:11:00:11:00:11', '00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::20a:a:a:a 1025,::201:1:1:1,8887,::20a:a:a:a,1025,TCP,2020-04-24 06:13:53.998000,2020-04-24 06:13:53.998000,0.0,"{'00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:13:54.795000,2020-04-24 06:13:54.834000,39000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:13:54.984000,2020-04-24 06:13:59.665000,4681000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
UDP ::201:1:1:1 5678 ::202:2:2:2 8765,::201:1:1:1,5678,::202:2:2:2,8765,UDP,2020-04-24 06:13:56.592000,2020-04-24 06:13:56.608000,16000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:02:00:02:00:02:00:02', '00:0b:00:0b:00:0b:00:0b'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:13:57.646000,2020-04-24 06:14:02.613000,4967000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:13:58.024000,2020-04-24 06:13:58.060000,36000.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:13:59.987000,2020-04-24 06:14:04.727432,4740432.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::214:14:14:14 1025,::201:1:1:1,8887,::214:14:14:14,1025,TCP,2020-04-24 06:14:01.651000,2020-04-24 06:14:01.872000,221000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:14:00:14:00:14:00:14'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:14:01.737432,2020-04-24 06:14:02.211000,473568.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::209:9:9:9 1025,::201:1:1:1,8887,::209:9:9:9,1025,TCP,2020-04-24 06:14:01.781000,2020-04-24 06:14:01.781000,0.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:14:02.150000,2020-04-24 06:14:02.253000,103000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:14:02.668000,2020-04-24 06:14:07.667000,4999000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:14:04.996000,2020-04-24 06:14:09.674000,4678000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:14:05.649000,2020-04-24 06:14:05.674000,25000.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
TCP ::201:1:1:1 8887 ::212:12:12:12 1025,::201:1:1:1,8887,::212:12:12:12,1025,TCP,2020-04-24 06:14:07.224000,2020-04-24 06:14:07.262000,38000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:14:07.697048,2020-04-24 06:14:12.688000,4990952.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:14:09.612000,2020-04-24 06:14:09.625000,13000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:14:10.012000,2020-04-24 06:14:14.762000,4750000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:14:12.928000,2020-04-24 06:14:17.702000,4774000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::214:14:14:14 1025,::201:1:1:1,8887,::214:14:14:14,1025,TCP,2020-04-24 06:14:12.978000,2020-04-24 06:14:13.091000,113000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:14:00:14:00:14:00:14'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:14:13.030000,2020-04-24 06:14:16.763000,3733000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::209:9:9:9 1025,::201:1:1:1,8887,::209:9:9:9,1025,TCP,2020-04-24 06:14:13.057000,2020-04-24 06:14:15.171000,2114000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:14:13.290000,2020-04-24 06:14:13.309000,19000.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
TCP ::201:1:1:1 8887 ::20c:c:c:c 1025,::201:1:1:1,8887,::20c:c:c:c,1025,TCP,2020-04-24 06:14:15.064000,2020-04-24 06:14:15.177592,113592.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:0c:00:0c:00:0c:00:0c'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:14:15.071000,2020-04-24 06:14:20.043000,4972000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:14:16.656000,2020-04-24 06:14:16.786000,130000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
UDP ::201:1:1:1 5678 ::209:9:9:9 8765,::201:1:1:1,5678,::209:9:9:9,8765,UDP,2020-04-24 06:14:16.682000,2020-04-24 06:14:16.721000,39000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:14:17.930000,2020-04-24 06:14:22.719000,4789000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::211:11:11:11 1025,::201:1:1:1,8887,::211:11:11:11,1025,TCP,2020-04-24 06:14:19.423000,2020-04-24 06:14:19.616000,193000.0,"{'00:11:00:11:00:11:00:11', '00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::20a:a:a:a 1025,::201:1:1:1,8887,::20a:a:a:a,1025,TCP,2020-04-24 06:14:19.570000,2020-04-24 06:14:19.570000,0.0,"{'00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:14:20.337000,2020-04-24 06:14:25.097000,4760000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:14:20.893000,2020-04-24 06:14:20.949000,56000.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
UDP ::201:1:1:1 5678 ::208:8:8:8 8765,::201:1:1:1,5678,::208:8:8:8,8765,UDP,2020-04-24 06:14:21.361000,2020-04-24 06:14:21.425000,64000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:08:00:08:00:08:00:08', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:14:22.953000,2020-04-24 06:14:27.749000,4796000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
UDP ::201:1:1:1 5678 ::207:7:7:7 8765,::201:1:1:1,5678,::207:7:7:7,8765,UDP,2020-04-24 06:14:23.632000,2020-04-24 06:14:23.722000,90000.0,"{'00:01:00:01:00:01:00:01', '00:07:00:07:00:07:00:07', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::214:14:14:14 1025,::201:1:1:1,8887,::214:14:14:14,1025,TCP,2020-04-24 06:14:24.307000,2020-04-24 06:14:24.390592,83592.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:14:00:14:00:14:00:14'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:14:24.347000,2020-04-24 06:14:24.347000,0.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::209:9:9:9 1025,::201:1:1:1,8887,::209:9:9:9,1025,TCP,2020-04-24 06:14:24.384000,2020-04-24 06:14:24.384000,0.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:14:24.444000,2020-04-24 06:14:24.475000,31000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:14:25.341000,2020-04-24 06:14:30.043000,4702000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
UDP ::201:1:1:1 5678 ::20a:a:a:a 8765,::201:1:1:1,5678,::20a:a:a:a,8765,UDP,2020-04-24 06:14:25.520000,2020-04-24 06:14:25.565000,45000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:14:27.976000,2020-04-24 06:14:32.753000,4777000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:14:28.600000,2020-04-24 06:14:28.606144,6144.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:14:30.395000,2020-04-24 06:14:35.278000,4883000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
ICMPv6 fe80::201:1:1:1 0 ff02::1a 0 155 1,fe80::201:1:1:1,0,ff02::1a,0,ICMPv6,2020-04-24 06:14:31.161000,2020-04-24 06:14:31.161000,0.0,"{'00:01:00:01:00:01:00:01', '0x0000ffff'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:14:31.655000,2020-04-24 06:14:31.742000,87000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:14:31.723000,2020-04-24 06:14:31.723000,0.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:14:32.985000,2020-04-24 06:14:37.981000,4996000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:0d:00:0d:00:0d:00:0d', '00:01:00:01:00:01:00:01'}"
UDP ::201:1:1:1 5678 ::206:6:6:6 8765,::201:1:1:1,5678,::206:6:6:6,8765,UDP,2020-04-24 06:14:34.088000,2020-04-24 06:14:34.117000,29000.0,"{'00:01:00:01:00:01:00:01', '00:06:00:06:00:06:00:06', '00:0d:00:0d:00:0d:00:0d', '00:0a:00:0a:00:0a:00:0a'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:14:35.399000,2020-04-24 06:14:40.077000,4678000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::214:14:14:14 1025,::201:1:1:1,8887,::214:14:14:14,1025,TCP,2020-04-24 06:14:35.636000,2020-04-24 06:14:35.839000,203000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:14:00:14:00:14:00:14'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:14:35.782000,2020-04-24 06:14:35.782000,0.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::209:9:9:9 1025,::201:1:1:1,8887,::209:9:9:9,1025,TCP,2020-04-24 06:14:35.811000,2020-04-24 06:14:35.811000,0.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05'}"
TCP ::201:1:1:1 8887 ::213:13:13:13 1025,::201:1:1:1,8887,::213:13:13:13,1025,TCP,2020-04-24 06:14:36.168000,2020-04-24 06:14:36.199000,31000.0,"{'00:01:00:01:00:01:00:01', '00:13:00:13:00:13:00:13'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:14:38.019000,2020-04-24 06:14:43.017000,4998000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
TCP ::201:1:1:1 8887 ::212:12:12:12 1025,::201:1:1:1,8887,::212:12:12:12,1025,TCP,2020-04-24 06:14:38.904000,2020-04-24 06:14:38.913000,9000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12'}"
TCP ::201:1:1:1 8887 ::215:15:15:15 1025,::201:1:1:1,8887,::215:15:15:15,1025,TCP,2020-04-24 06:14:39.293000,2020-04-24 06:14:39.309000,16000.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:15:00:15:00:15:00:15'}"
TCP ::201:1:1:1 8887 ::20c:c:c:c 1025,::201:1:1:1,8887,::20c:c:c:c,1025,TCP,2020-04-24 06:14:39.610000,2020-04-24 06:14:39.745000,135000.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01', '00:0c:00:0c:00:0c:00:0c'}"
TCP ::201:1:1:1 8887 ::205:5:5:5 1025,::201:1:1:1,8887,::205:5:5:5,1025,TCP,2020-04-24 06:14:39.678000,2020-04-24 06:14:39.678000,0.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}"
TCP ::201:1:1:1 8887 ::209:9:9:9 1025,::201:1:1:1,8887,::209:9:9:9,1025,TCP,2020-04-24 06:14:39.708000,2020-04-24 06:14:39.708000,0.0,"{'00:09:00:09:00:09:00:09', '00:05:00:05:00:05:00:05'}"
TCP ::201:1:1:1 8887 ::20d:d:d:d 1025,::201:1:1:1,8887,::20d:d:d:d,1025,TCP,2020-04-24 06:14:40.447000,2020-04-24 06:14:45.428000,4981000.0,"{'00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
UDP ::201:1:1:1 5678 ::203:3:3:3 8765,::201:1:1:1,5678,::203:3:3:3,8765,UDP,2020-04-24 06:14:40.686000,2020-04-24 06:14:40.760000,74000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:03:00:03:00:03:00:03'}"
UDP ::201:1:1:1 5678 ::20b:b:b:b 8765,::201:1:1:1,5678,::20b:b:b:b,8765,UDP,2020-04-24 06:14:42.758000,2020-04-24 06:14:42.768000,10000.0,"{'00:01:00:01:00:01:00:01', '00:12:00:12:00:12:00:12', '00:0b:00:0b:00:0b:00:0b'}"
TCP ::201:1:1:1 8887 ::20f:f:f:f 1025,::201:1:1:1,8887,::20f:f:f:f,1025,TCP,2020-04-24 06:14:43.049000,2020-04-24 06:14:48.044000,4995000.0,"{'00:0f:00:0f:00:0f:00:0f', '00:01:00:01:00:01:00:01', '00:0d:00:0d:00:0d:00:0d'}"
